Official Symbol Interactor A,Official Symbol Interactor B
KDM2A,RB1
KDM2A,RB1
PCNA,MSH6
USP10,TP53
USP10,TP53
MDM2,TP53
TP53,USP10
TRIM59,TP53
MDM2,SIRT6
SIRT6,MDM2
ATRX,RAD51
ESR1,PIK3CA
EGFR,DCBLD2
H3F3A,ATRX
BCL2L1,PARK2
BCL2L2,PARK2
MCL1,PARK2
PARK2,BCL2L1
PARK2,MCL1
RCHY1,TP53
TP53,RCHY1
TP53,MDM2
MDM2,TP53
MDM2,RCHY1
DDIT3,ATF4
DDIT3,BATF
DDIT3,C14orf80
DDIT3,GIPC1
PRKCZ,AKT1
PRKCZ,AKT2
AKT1,PRKCZ
AKT2,PRKCZ
PRKCZ,AKT1
AKT1,PRKCZ
UBE2I,TP53
MAPK7,PRKCZ
MAPK7,PRKCZ
PRKCZ,MAPK7
RB1,ABL1
RB1,E2F1
ABL1,RB1
NCL,PIK3R1
PIK3R1,NCL
SIRT1,TP53
SIRT1,TP53
CDKN2A,BCL2L1
CDKN2A,HSPA9
CDKN2A,C1QBP
BCL2L1,CDKN2A
HSPA9,CDKN2A
CDKN2A,BCL2L1
CDKN2A,MDM2
CDKN2A,BECN1
UBE2I,PTEN
RB1,RAF1
RAF1,RB1
E2F1,RB1
BECN1,PARK2
PARK2,BECN1
CDC27,CDC20
TSC22D3,TP53
TP53,TSC22D3
TSC22D3,TP53
TSC22D3,MDM2
TP53,MDM2
TP53,UBC
FBXO43,CDC27
CDC20,CDC27
TRIM32,TP53
TP53,TRIM32
TRIM58,DYNC1I1
TRIM58,DYNC1I1
TRIM58,DYNC1I1
TRIM58,DYNC1I1
MDM2,AATF
CDC27,CDC20
CDC27,BUB1B
BUB1B,CDC27
EGFR,ERBB4
EGFR,ERBB4
EGFR,CBL
PTEN,SHARPIN
SHARPIN,PTEN
TP53,HSPA1A
TP53,HSPA1B
TP53,HSPA2
TP53,HSPA6
TP53,HSPA8
TP53,HSPA9
TP53,STUB1
TP53,BAG2
TP53,BAG5
TP53,TCP1
TP53,CCT2
TP53,CCT3
TP53,CCT4
TP53,CCT5
TP53,CCT6A
TP53,CCT7
TP53,CCT8
TP53,RBM3
TP53,RBM39
TP53,PABPC1
TP53,SRSF6
TP53,DDX3X
TP53,DDX5
TP53,ACTB
TP53,ACTBL2
TP53,TUBA1C
TP53,TUBA8
TP53,TUBB
TP53,TUBB2A
TP53,MYH9
TP53,MYLK
TP53,MYO1C
TP53,MYO6
TP53,TPM1
TP53,TPM3
TP53,TPM4
TP53,CAPZB
TP53,GSN
TP53,VIM
TP53,CKAP4
TP53,CORO1C
TP53,DBN1
TP53,FLNA
TP53,LIMA1
TP53,LMNA
TP53,RPL7A
TP53,RPL8
TP53,RPL27
TP53,RPL28
TP53,RPLP0
TP53,RPS2
TP53,RPS3A
TP53,RPS4X
TP53,RPS13
TP53,RPS16
TP53,RPS17
TP53,RPS18
TP53,RPS19
TP53,HNRNPA1
TP53,HNRNPK
TP53,HNRNPL
TP53,HNRNPM
TP53,ALYREF
TP53,CALD1
TP53,CHMP4B
TP53,CLTA
TP53,CLTB
TP53,CLTC
TP53,DHRS4
TP53,DNAJA1
TP53,EIF5B
TP53,GNB2
TP53,GTF2I
TP53,HADHB
TP53,KCTD17
TP53,LSM14A
TP53,LYZ
TP53,NME4
TP53,PPP1R12A
TP53,PRMT5
TP53,SLC25A5
TP53,THRAP3
TP53,WDR77
TP53,YBX1
TP53,STUB1
TP53,HSPA4
STUB1,TP53
TP53,BAG2
TP53,SQSTM1
HSPA4,TP53
MAP1LC3B,TP53
HUWE1,RPL5
HUWE1,FASN
PARK2,HCVgp1
PARK2,HCVgp1
HCVgp1,PARK2
TP53,EP300
TP53,MDM2
FUS,FASN
FUS,MTAP
PML,TP53
ABCC4,SLC9A3R1
SLC9A3R1,ABCC4
ABCC4,SLC9A3R1
FGFR1,NEDD4
MDM2,TP53
EGFR,LRSAM1
TP53,FAM175B
TP53,MDM2
TP53,FAM175B
FAM175B,TP53
TP53,USP7
OPTN,PARK2
TP53,MDM2
TP53,XAF1
TP53,MDM2
TP53,XAF1
HIPK2,TP53
XAF1,TP53
XAF1,TP53
NF1,FAF2
FAF2,NF1
NF1,FAF2
NF1,FAF2
FAF2,NF1
DYNC1I1,AMBRA1
DYNC1I1,DYNLL1
DYNC1I1,BECN1
EGFR,SEC61A1
EGFR,SEC61B
PPP1R13L,TP53
TP53,PPP1R13L
UBE2S,CDC27
MDM2,PML
RPL5,PML
MDM2,RPL23
MDM2,RPL26
MDM2,RPS6
MDM2,RPS7
RPL5,RPL11
CDC27,ANAPC11
CDC27,CDC26
ANAPC2,CDC27
MDM2,TP53
MDM2,TP53
TP53,UBE3A
RELA,CDKN2A
RELA,CDK4
CDC27,CDC20
CDC27,BUB1B
CDC27,MAD2L1
UBE2M,DCUN1D1
GRB2,EGFR
MAPK9,ATF2
MDM2,ARIH2
FZR1,TP53
MDM2,NCL
MDM2,NCL
MDM2,TP53
FRS3,ERBB2
RAPGEF2,HMCN1
DAPK3,MDM2
MDM2,TP53
MDM2,UBE2D1
SPTA1,ANK1
MDM2,TP53
MDM2,UBE2D2
MDM2,TP53
MDM2,UBE2D1
TP53,C10orf90
TRIM50,TNK2
TNK2,TRIM50
MDM2,TP53
MDM2,UBE2D1
CDK9,RB1
USP2,ERBB2
USP7,RB1
TP53,MDM2
SIVA1,CDKN2A
EP300,TP53
EP300,TP53
BANP,TP53
TP53,EP300
PIAS2,TP53
TP53,TP53
TADA3,TP53
TP53,TADA3
DDIT3,EP300
DDIT3,TRIB3
DDIT3,EP300
DDIT3,TRIB3
HDAC1,DDIT3
HDAC5,DDIT3
HDAC6,DDIT3
EP300,TP53
TP53,EP300
CCND3,CDK4
EP300,TP53
EP300,TP53
TP53,SENP1
SOX2,DMAP1
SOX3,TRRAP
TBX2,SOX2
SOX2,TBX2
SOX2,TBX2
AQP1,TNK2
ARL2,TBL1XR1
ARRB1,MAPK9
ARRB2,MAPK9
BAI3,GPATCH11
CCND1,CDK4
BYSL,IKZF1
CACNA1S,PDZD3
CCND3,CDK4
CCND3,CDK6
CDC27,COMT
CDK4,CDKN2C
CDK4,CDKN2D
CDK4,HOOK1
CDK6,CDKN2B
CDK6,CDKN2C
CDK6,CDKN2D
CDK6,DAB1
CDK6,PSMA3
CDKN2B,TRAF1
CDKN2B,NIF3L1
CDKN2B,CCDC33
CDKN2C,REL
CDKN2C,TCF4
CDKN2C,TCF12
CDKN2C,AHCYL1
CDKN2C,NAGK
CDKN2C,NIF3L1
CDR2,CHIC2
CEBPG,DDIT3
CKS1B,IKZF1
COL1A2,SGTA
COL1A2,UBQLN1
ATF2,MAPK9
CTBP1,MAPK9
CTBP1,IKZF1
CTBP2,IKZF1
DCX,IKZF1
DDIT3,FOSL2
DDIT3,LMO2
DDIT3,ZBTB25
DDIT3,TNFSF12
DDIT3,SNAPC5
DDIT3,HSD17B14
DDIT3,AMOTL2
DDIT3,VPS37C
DDIT3,BATF3
DDIT3,C11orf30
DDIT3,ZC3H14
DDIT3,ATPAF2
DDIT3,CCDC153
DDX6,IKZF1
DMD,DTNB
DMD,CTNNAL1
DMD,HAUS1
PHC2,SYT16
FGF12,IKZF1
FN1,UBQLN1
GALT,TNK2
GLI1,PRKAA2
GLI1,GCC1
GLI1,TRIM42
GOLGA2,FIP1L1
HIP1,HIP1
HIP1,REL
HIP1,DAZAP2
HNRNPK,QKI
HOXA1,KRTAP4-11
KPNA2,MLH1
KRTAP5-9,CHIC2
KRTAP5-9,KRTAP4-11
LMO1,BCL11A
SH2D1A,TNK2
SMCP,KRTAP4-11
MDFI,TRPV6
MDFI,ADAMTSL3
MDM4,CD160
MDM4,CAPN7
MDM4,RNF115
MEOX1,MAPK9
MEOX2,CNTNAP2
MEOX2,CHIC2
MEOX2,KRTAP4-11
MLH1,MSH3
MLH1,MYOG
MLH1,PSMA1
MLH1,CXorf57
MLH1,SPERT
MTAP,CENPH
OTX1,KRTAP4-11
PDE9A,TRPV6
PDGFRA,CCDC155
PIN1,IKZF1
PLSCR1,KRTAP4-11
PRKAB2,IKZF1
MAPK9,SHMT1
MAPK9,SF3B4
MAPK9,TEX11
MAPK9,CCDC33
MAPK9,EFHC2
MAPK9,CEP44
MAPK9,L3MBTL3
MAPK9,LNX1
MAPK9,C1orf94
MAPK9,WDR62
MAPK9,SMCO3
PSMA1,IKZF1
PSMA4,IKZF1
PSPH,PSPH
RAD51D,IKZF1
SDCBP,IKZF1
SGTA,FIP1L1
SNRPA,QKI
SNRPF,IKZF1
SOX2,SUMO1
TCF4,CHIC2
TP53BP2,DCUN1D1
TRAF1,TRPV6
UBE2I,IKZF1
ZBTB14,SYT16
LZTR1,LZTR1
NAA10,BCOR
NAA10,FIP1L1
NCK2,BCL11A
DYRK2,IKZF1
IQGAP1,PDLIM7
AP1M1,IKZF1
FUBP3,QKI
MTA1,IKZF1
PNMA1,CHIC2
PNMA1,TRPV6
QKI,RBPMS
QKI,RBM11
QKI,NABP1
QKI,HNRNPLL
WTAP,IKZF1
MORF4L2,IKZF1
DAZAP2,DCUN1D1
ZBTB24,BCL11A
RWDD2B,IKZF1
TNK2,TNK2
TNK2,NEK6
TNK2,KRTAP10-3
TNK2,NOTCH2NL
SPRY2,KRTAP4-11
IKZF1,IKZF1
IKZF1,MCRS1
IKZF1,MAD2L2
IKZF1,GLRX3
IKZF1,NEK6
IKZF1,MORF4L1
IKZF1,PNKP
IKZF1,SNW1
IKZF1,ISCU
IKZF1,LSM4
IKZF1,FAM50B
IKZF1,ZNF581
IKZF1,SYT17
IKZF1,C1orf109
IKZF1,C19orf66
IKZF1,LMO3
IKZF1,CBX8
IKZF1,SH2D4A
IKZF1,KIF9
IKZF1,GMCL1P1
IKZF1,AEN
IKZF1,C8orf33
IKZF1,SCNM1
IKZF1,NOC4L
IKZF1,ARMC7
IKZF1,FAM214B
IKZF1,FAM161A
IKZF1,SPATC1L
IKZF1,FRMD6
IKZF1,ZNF417
IKZF1,ZMAT2
IKZF1,ALKBH3
IKZF1,CEP57L1
IKZF1,C1orf174
IKZF1,FAM74A4
PCGF3,BCOR
GLRX3,KRTAP4-11
RABAC1,SYT16
CPSF4,FIP1L1
MID2,TRPV6
GABARAPL2,AHNAK2
GABARAPL1,AHNAK2
CHIC2,GMCL1
CHIC2,CEP44
CHIC2,KRTAP4-2
CHIC2,KRT40
CHIC2,SPERT
CHIC2,KRTAP10-7
CHIC2,KRTAP10-9
CHIC2,KRTAP10-1
CHIC2,KRTAP10-8
CHIC2,KRTAP10-3
CHIC2,NOTCH2NL
BCL11A,GMCL1P1
DCUN1D1,TRIM39
DCUN1D1,TRIM54
DCUN1D1,ARRDC3
DCUN1D1,VPS37B
DCUN1D1,LZTS2
RBM47,C1orf94
RBM47,HSFY1
ADAMTSL4,KRTAP4-11
BCOR,PCGF5
TRPV6,KRT40
TRPV6,KRTAP10-5
TRPV6,KRTAP10-8
TRPV6,KRTAP10-3
TRPV6,NOTCH2NL
AGTRAP,SYT16
RTN4,SYT16
ADAMTSL3,KRTAP2-4
ADAMTSL3,KRT40
ADAMTSL3,KRTAP10-8
ADAMTSL3,KRTAP10-3
ADAMTSL3,NOTCH2NL
NUFIP2,KRTAP4-11
NCOA5,SYT16
FIP1L1,ZMYND19
CATSPER1,KRTAP4-11
CIB3,KLF17
KRTAP10-9,KRTAP4-11
KRTAP10-8,KRTAP4-11
KRTAP10-3,KRTAP4-11
NOTCH2NL,KRTAP4-11
PTTG1IP,TP53
PTTG1IP,TP53
TP53,PTTG1IP
PARK2,UCHL1
FLT1,KDR
TXNIP,KDR
RAB5A,KDR
PARK2,PARK7
PARK7,PARK2
TP53,ING4
ING4,TP53
ING4,TP53
ING5,TP53
DCUN1D1,UBC
DCUN1D1,UBC
DCUN1D1,AURKB
DCUN1D1,RHOA
DCUN1D1,UBE2M
DCUN1D1,CUL1
DCUN1D1,CAND1
DCUN1D1,CUL1
DCUN1D1,RBX1
MOV10,OBSCN
MOV10,IDH1
MOV10,CDKN2A
NXF1,OBSCN
NXF1,IDH1
NXF1,CDKN2A
NXF1,TAF1L
NXF1,IQGAP1
NXF1,NF1
NXF1,ERBB2
MAPRE1,ABCB1
CD40,FAF1
CD40,FAF1
CD40,FAF1
EP300,TP53
KAT2B,TP53
TP53,KAT2B
EP300,TP53
KAT2B,TP53
PRKDC,TP53
NSD1,ATRX
ALK,BCAR1
ALK,BCAR1
GRB2,BCAR1
BCAR1,ALK
GLI1,SMAD4
GLI1,SMAD2
KAT2B,GLI1
KAT2B,TP53
EP300,TP53
TP53,tat
KAT2B,TP53
RB1,EP300
EP300,RB1
CDK4,RB1
CDK2,RB1
CDK6,RB1
CDK4,HIST1H1A
CDK6,HIST1H1A
MDM2,TP53
MDM2,UBE2D1
MDM2,UBE2M
FAF1,UBC
EP300,TP53
PPP1R13B,TP53
TP53BP2,TP53
PPP1R13L,TP53
CREBBP,TP53
CREBBP,TP53
MDM2,MDM4
E4F1,TP53
FAF1,CTNNB1
EP300,TP53
PIN1,TP53
EP300,TP53
PPP1R13L,TP53
EP300,TP53
TP53,MDM2
MDM2,MDM4
MDM2,RAD54B
MDM4,RAD54B
MDM2,SMARCA2
MDM4,SMARCA2
RAD54B,MDM2
MDM2,TP53
MDM4,RAD54B
TP53,MDM2
TP53,MDM2
MDM4,MDM2
MDM2,MDM2
MDM2,UBE2D2
CREBBP,TP53
RELA,TP53
TP53,CREBBP
TP53,RELA
TP53,CHUK
EP300,TP53
EP300,TP53
TP53,EP300
EP300,TP53
TP53,EP300
KAT2B,TP53
EP300,TP53
TP53,CREBBP
CREBBP,TP53
TP53,CREBBP
CREBBP,TP53
EP300,TP53
EP300,TP53
EP300,TP53
KAT2B,TP53
DCUN1D1,CAND1
DCUN1D1,CUL1
DCUN1D1,CUL3
DCUN1D1,RBX1
DCUN1D1,UBE2M
DCUN1D1,CUL3
TNK2,TNK2
CREBBP,TP53
UCHL1,PARK2
PARK2,UCHL1
PARK2,UCHL1
PARK2,UBE2N
PARK2,UBE2D2
PARK2,UBE2L3
PARK2,PARK2
BAK1,TP53
TNRC6C,PAN3
CDC27,E2F1
CDC27,TFDP1
MBD4,MLH1
MBD4,MLH1
ATM,TP53
MDM2,ACACA
MDM2,PTBP1
MDM2,IYD
MDM2,ACTB
MDM2,HNRNPD
MDM2,U2AF2
MDM2,FUBP1
MDM2,TFRC
MDM2,EEF2
MDM2,XPO1
MDM2,KRT2
MDM2,HNRNPU
MDM2,EIF3B
MDM2,SND1
MDM2,DCAF8
MDM2,USO1
MDM2,EFTUD2
MDM2,DDB1
MDM2,EXOSC6
MDM2,IPO7
MDM2,DHX9
MDM2,GTF2I
MDM2,SF3B3
OBSCN,BRCA1
BRCA1,MLH1
BRCA1,MSH6
BRCA1,MKI67
DDIT3,CREBBP
KMT2B,HIST1H3A
KMT2C,HIST1H3A
EP300,TP53
CXXC1,TP53
TP53,ASH2L
TP53,SETD1A
TP53,RBBP5
TP53,CXXC1
SETD1A,TP53
TP53,CXXC1
TP53,WDR82
TP53,ASH2L
TP53,RBBP5
TP53,WDR5
TP53,SETD1A
S100A6,TP53
EP300,TP53
EP300,TP53
EP300,RB1
EP300,TP53
RB1,MDM2
RB1,MDM2
CDK2,RB1
EP300,TP53
ZDHHC17,PIK3R1
ZDHHC17,PIK3R1
PYCARD,TSHZ2
PYCARD,TMPRSS15
MDM2,WWOX
MDM2,HIF1A
TP53,TP53
EP300,DYNC1I1
PINK1,PARK2
CCDC101,TRRAP
KAT6A,TP53
MDM2,MDM2
MDM2,MDM4
KCTD11,HDAC1
MDM2,MDM2
UBE2K,MDM2
UBE2D3,MDM2
UBE2D2,MDM2
UBE2D1,MDM2
MDM2,TP53
DET1,MDM2
TP53,UBE2I
Sirt1,TP53
Sirt1,TP53
KAT2B,TP53
EGFR,CBL
MDM2,RELA
RELA,MDM2
TP53,USP7
MDM2,RELA
CUL7,ABCB1
CUL7,CENPF
CUL7,EPPK1
CUL7,FASN
CUL7,FIP1L1
CUL7,IQGAP1
CUL7,MDC1
CUL7,MKI67
CUL7,PSIP1
CUL7,TP53
OBSL1,CENPF
OBSL1,DST
OBSL1,EPPK1
OBSL1,FASN
OBSL1,FIP1L1
OBSL1,IQGAP1
OBSL1,MDC1
OBSL1,MKI67
OBSL1,PSIP1
OBSL1,RPL5
OBSL1,STAG2
OBSL1,SYNE1
OBSL1,TP53
OBSL1,TRRAP
CCDC8,DST
CCDC8,EPPK1
CCDC8,F5
CCDC8,FASN
CCDC8,IQGAP1
CCDC8,KPRP
CCDC8,MKI67
CCDC8,NF1
CCDC8,RPL5
CCDC8,TP53
CCDC8,TP53
CUL7,TP53
OBSL1,TP53
CDC27,CDH1
TP53,ZNF302
TP53,IRF7
TP53,RANBP9
TP53,CAPG
PINK1,PARK2
PARK2,UBE2L3
PARK2,UBC
NMT1,TP53
NMT2,TP53
FAF1,UBC
KAT5,TP53
UBE3A,TP53
CDC20,CDC27
ANAPC4,CDC27
UBE2I,IQGAP1
MDM2,UBC
STUB1,ERBB2
UBE3A,TP53
EZH2,FLG
EZH2,FIP1L1
EZH2,SYNE1
SUZ12,FIP1L1
SUZ12,SYNE1
EED,BCOR
EED,FASN
EED,MDC1
EED,TRRAP
RNF2,BCOR
RNF2,TBL1XR1
RNF2,RBM47
RNF2,IQGAP1
RNF2,SYNE1
RNF2,FIP1L1
BMI1,SYNE1
DCUN1D1,CUL1
DCUN1D1,CUL2
DCUN1D1,CUL3
DCUN1D1,CUL4A
DCUN1D1,CUL4B
DCUN1D1,CUL5
CBL,EGFR
UBE2I,TP53
MDM2,TP53
MDM2,UBE2D2
TP53,BCL2L1
MDM2,UBE2D2
UBE2I,TP53
MDM2,FOXO1
EGFR,EGFR
EGFR,ARL1
EGFR,DSG2
EGFR,SSBP1
EGFR,MYO1B
EGFR,NGLY1
EGFR,CANX
EGFR,DPM1
EGFR,DNAJA1
EGFR,DNAJB11
EGFR,HSD17B10
EGFR,DYNC1LI1
EGFR,DNAJA3
EGFR,FAF2
EGFR,YARS
EGFR,IDH2
EGFR,KIAA0368
EGFR,DNAAF5
EGFR,SULT1A1
EGFR,TFRC
EGFR,CLPX
EGFR,SRPR
EGFR,VARS
EGFR,LRRC40
EGFR,MRTO4
EGFR,EIF3M
EGFR,TRMT10C
EGFR,TIMM23
EGFR,NUP93
EGFR,SSR4
EGFR,EHD4
EGFR,RPRD1A
EGFR,MYO1D
EGFR,FBL
EGFR,HADHB
EGFR,AFG3L2
EGFR,CCDC47
EGFR,SMC1A
EGFR,SMC3
EGFR,ATP6V1H
EGFR,NDUFA9
EGFR,UMPS
EGFR,ITPA
EGFR,SLFN11
EGFR,DNAJA2
EGFR,CLPP
EGFR,CPVL
EGFR,TM9SF3
EGFR,LONP1
EGFR,RPL38
EGFR,SNRPA1
EGFR,COPA
EGFR,APRT
EGFR,NSF
EGFR,NSUN5
EGFR,ATAD1
EGFR,AIFM1
EGFR,POLDIP2
EGFR,WDR6
EGFR,SCFD1
EGFR,NDUFS1
EGFR,OAT
EGFR,SAMHD1
EGFR,MGST1
EGFR,NDUFS3
EGFR,SNRPF
EGFR,CNP
EGFR,RPN1
EGFR,ACADSB
EGFR,ORC5
EGFR,EIF2B4
EGFR,PUS1
EGFR,SDF2L1
EGFR,IMMT
EGFR,EIF2B2
EGFR,TARS
EGFR,DDX47
EGFR,ACTR2
EGFR,ACOT9
EGFR,EIF2B1
EGFR,HLA-A
EGFR,VPS4B
EGFR,EHD1
EGFR,PYCR2
EGFR,MYO1C
EGFR,CUL4B
EGFR,DHRS7B
EGFR,RFC5
EGFR,OSBP
EGFR,YBEY
EGFR,EEF1B2
EGFR,JUP
EGFR,GCLM
EGFR,GSTK1
EGFR,TTC37
EGFR,AK4
EGFR,CARS2
EGFR,MINOS1
EGFR,EIF2B3
EGFR,PELO
EGFR,MRPL10
EGFR,FAR1
EGFR,XPOT
EGFR,CTBP1
EGFR,ABCF2
EGFR,MPC2
EGFR,LIMA1
EGFR,ILVBL
EGFR,TIMM50
EGFR,NCAPG
EGFR,TARS2
EGFR,COX2
EGFR,TUBB6
EGFR,PNO1
EGFR,IFIT5
EGFR,EIF3K
EGFR,CHCHD3
EGFR,PUM1
EGFR,TOR1AIP1
EGFR,GNAS
EGFR,SLC3A2
EGFR,EIF3F
EGFR,CMSS1
EGFR,EIF2B5
EGFR,RPS15A
EGFR,TMEM97
EGFR,ETF1
EGFR,NCAPH
EGFR,RFC3
EGFR,TOMM22
EGFR,STT3A
EGFR,TUBGCP2
EGFR,ASNS
EGFR,HELLS
EGFR,LARP4
EGFR,PON2
EGFR,ABCD3
EGFR,CDIPT
EGFR,SDF2
EGFR,DIMT1
EGFR,BCCIP
EGFR,PTGES3
EGFR,PC
EGFR,SRPRB
EGFR,SCAMP3
EGFR,NAA10
EGFR,UTP15
EGFR,GNB2
EGFR,TRMT2A
EGFR,ADCK3
EGFR,VAV3
EGFR,CTTN
EGFR,RER1
EGFR,IDH3B
EGFR,LRWD1
EGFR,C6orf120
EGFR,BZW1
EGFR,SLC1A5
EGFR,SPTLC1
EGFR,TRMT1L
EGFR,NSUN2
EGFR,SFXN3
EGFR,UFL1
EGFR,SUGP2
EGFR,IKBKAP
EGFR,PDS5A
EGFR,TNFRSF10B
EGFR,ACACA
EGFR,HYOU1
EGFR,ATP5F1
EGFR,FLOT2
EGFR,NTPCR
EGFR,CERS2
EGFR,SCD
EGFR,UQCRC2
EGFR,ATP2B1
EGFR,EIF4G2
EGFR,SAMM50
EGFR,EMD
EGFR,XPO7
EGFR,NUBP2
EGFR,DNAJC11
EGFR,NCLN
EGFR,SKIV2L
EGFR,DIS3
EGFR,LSR
EGFR,ATXN7L3B
EGFR,EMC3
EGFR,CALR
EGFR,PRIM1
EGFR,RNMTL1
EGFR,AAMP
EGFR,ATAD3B
EGFR,RAB18
EGFR,RPL23
EGFR,PRMT3
EGFR,PDXDC1
EGFR,AAAS
EGFR,SUCLA2
EGFR,IPO11
EGFR,CTBP2
EGFR,KIF1A
EGFR,TRAPPC5
EGFR,ARMC6
EGFR,KPNB1
EGFR,SLC25A13
EGFR,SMC2
EGFR,TBL3
EGFR,IARS
EGFR,CLU
EGFR,ARHGEF2
EGFR,ATP5A1
EGFR,RPL22
EGFR,FAM98A
EGFR,IDH3A
EGFR,MMS19
EGFR,DHCR24
EGFR,FADS2
EGFR,CKAP2
EGFR,FARSA
EGFR,CEBPZ
EGFR,TNPO3
EGFR,ADAR
EGFR,NUP153
EGFR,LRPPRC
EGFR,OPA1
EGFR,STOM
EGFR,RFC4
EGFR,TUBG1
EGFR,LANCL1
EGFR,TAF4
EGFR,PSPC1
EGFR,EWSR1
EGFR,RBM10
EGFR,AAMDC
EGFR,GRN
EGFR,PSMD1
EGFR,FN3KRP
EGFR,TPM3
EGFR,THOP1
EGFR,CAP2
EGFR,RPL4
EGFR,BLM
EGFR,PLS3
EGFR,BCLAF1
EGFR,TPM4
EGFR,NT5DC2
EGFR,XRCC5
EGFR,H1FX
EGFR,MRPL9
UBE2I,MDM2
MDM2,UBE2I
RB1,E2F1
MDM2,ARRB1
MDM2,ARRB2
MDM4,MDM2
MDM2,AR
MDM2,AR
CDKN2A,MDM2
MDM2,TP53
RABL6,MDM2
PARK2,UBE2N
PARK2,UBE2V1
PARK2,UBE2V1
MDM2,RPL11
PA2G4,CDKN2A
PA2G4,RB1
MDM2,TP53
MDM2,UBE2D2
MDM2,MDM2
TP53,BTRC
UBE2I,TP53
EGFR,HSP90AA1
EGFR,HSPA8
EGFR,PTPN1
EGFR,CTTN
EGFR,LAT
EGFR,HSP90AB1
EGFR,HDAC6
EGFR,HSPA1A
EGFR,ZAP70
EGFR,SHC1
EGFR,SRC
EGFR,PRKCA
EGFR,STUB1
EGFR,CALM1
EGFR,CRKL
EGFR,GRB2
EGFR,ANKS1A
EGFR,PDGFRA
EGFR,TNFRSF1A
EGFR,CSK
EGFR,IKBKG
EGFR,SNCA
EGFR,YWHAQ
EGFR,YWHAZ
EGFR,YWHAB
EGFR,PDCD6IP
EGFR,STAT3
EGFR,NRG1
EGFR,TRAF2
EGFR,CAMLG
EGFR,LYN
EGFR,PRKCE
EGFR,TAB1
EGFR,SFN
EGFR,MAPT
EGFR,SHC4
EGFR,DOK1
EGFR,RAF1
EGFR,BAIAP2
EGFR,SH2D3A
EGFR,STAT1
EGFR,ABL2
EGFR,FGR
EGFR,SH3GL2
EGFR,BLK
EGFR,NCK2
EGFR,ACTN4
EGFR,AKT1
EGFR,PTK2
EGFR,CRK
EGFR,PLCG2
EGFR,HCK
EGFR,RAPGEF1
EGFR,GAPDH
EGFR,SH3GL3
EGFR,MAPK8
EGFR,NR3C1
EGFR,GRB10
EGFR,STAT5A
EGFR,APBB2
EGFR,CTNND1
EGFR,SH2B1
EGFR,PTPN22
EGFR,FRK
EGFR,SLA
EGFR,STAP2
EGFR,ARRB1
EGFR,LCP2
EGFR,PTPN12
EGFR,ITGB2
EGFR,EPS8
EGFR,CAV2
EGFR,TGFA
EGFR,ARRB2
EGFR,PRKCZ
EGFR,HDAC7
EGFR,RET
EGFR,SH2D3C
EGFR,SLA2
EGFR,CDH5
EGFR,ITK
EGFR,NCK1
EGFR,CDH1
EGFR,CDC25C
EGFR,ITSN2
EGFR,MAP3K3
EGFR,PIM1
EGFR,ABL1
EGFR,CAV1
EGFR,GRAP2
EGFR,S100A4
EGFR,SNX9
EGFR,CDK1
EGFR,SOCS3
EGFR,NTRK2
EGFR,PIK3R3
EGFR,PTPN18
EGFR,MAPK8IP2
EGFR,MAP4K1
EGFR,PAK1
EGFR,MAPK9
EGFR,VAV1
EGFR,WASL
EGFR,TNS3
EGFR,WASF3
EGFR,CISH
EGFR,ARHGEF7
EGFR,PIK3C2B
EGFR,SOCS6
EGFR,PIK3R2
EGFR,HSPA4
EGFR,TUBA1A
EGFR,MUC1
EGFR,JUP
EGFR,GAB1
EGFR,APP
EGFR,LRP1
EGFR,STAT2
EGFR,TLR2
EGFR,RGS4
EGFR,SOS2
TP53,BCL6
TP53,NABP1
TP53,NEIL3
TP53,PADI1
TP53,TOP1MT
TP53,YY1
TP53,YY2
TP53,ZIC3
TWIST1,TP53
TP53,TCF4
FASN,USP2
USP2,FASN
UBE2I,TSHZ2
ANAPC2,CDC27
UBE2I,TP53
UBE2I,TP53
TRIM13,MDM2
CDK4,RB1
TNK2,Nedd4l
TNK2,Amph
TNK2,Clta
TNK2,Fabp4
TNK2,Bin2
TOPORS,TP53
UBE2I,TP53
MDM2,UBE2N
MDM2,UBE2K
CDC27,FZR1
CDC27,FZR1
MLLT4,PARK2
PARK2,MLLT4
CCNA2,CDC27
CDC27,ANAPC1
CDC27,ANAPC2
CDC27,ANAPC4
CDC27,ANAPC5
CDC27,CDC16
CDC27,ANAPC7
CDC27,CDC23
CDC27,ANAPC10
CDC27,ANAPC11
CDC27,CDC26
CDC27,ANAPC2
CDC27,CDC26
ANAPC2,CDC27
ANAPC4,CDC27
CDC20,CDC27
FZR1,CDC27
CDC27,FZR1
CDC27,ANAPC4
CDC27,ANAPC2
DTL,TP53
FZR1,CDC27
FZR1,PTEN
FZR1,CDC27
CDC27,FZR1
FZR1,CDC27
TP53,TRIM59
ITGB3,ITGA5
SUMO2,ATRX
SUMO2,MDC1
SUMO2,MKI67
PIAS1,TP53
PIAS2,TP53
IRS1,PIK3R1
SQSTM1,PIK3R1
PIK3R1,SQSTM1
tat,MDM2
tat,MDM2
SUMO1,PARK2
PARK2,SUMO1
SUMO1,PARK2
NRP1,KDR
MYL1,IQGAP1
MLC1,IQGAP1
TOP1,TP53
ABL1,PRKCZ
SIRT6,TBL1XR1
SIRT6,MSH6
SIRT6,CDC27
